Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2021;Municipios;1837;Zarzalejo;0.98;
2021;Zonas Estadísticas;03;Este Metropolitano;1.19;
2021;Zonas Estadísticas;01;Municipio de Madrid;1.31;
2021;Zonas Estadísticas;07;Nordeste Comunidad;0.77;
2021;Zonas Estadísticas;02;Norte Metropolitano;0.94;
2021;Zonas Estadísticas;05;Oeste Metropolitano;0.69;
2021;Zonas Estadísticas;11;Sierra Central;0.73;
2021;Zonas Estadísticas;06;Sierra Norte;0.98;
2021;Zonas Estadísticas;10;Sierra Sur;1.08;
2021;Zonas Estadísticas;08;Sudeste Comunidad;0.92;
2021;Zonas Estadísticas;09;Sudoeste Comunidad;0.97;
2021;Zonas Estadísticas;04;Sur Metropolitano;1.22;
2022;Comunidad de Madrid;;Comunidad de Madrid;-1.52;
2022;Municipios;0014;Acebeda (La);-0.82;
2022;Municipios;0029;Ajalvir;-1.16;
2022;Municipios;0035;Alameda del Valle;-1.13;
2022;Municipios;0040;Álamo (El);-2.06;
2022;Municipios;0053;Alcalá de Henares;-1.57;
2022;Municipios;0066;Alcobendas;-1.40;
2022;Municipios;0072;Alcorcón;-1.46;
2022;Municipios;0088;Aldea del Fresno;-2.20;
2022;Municipios;0091;Algete;-1.12;
2022;Municipios;0105;Alpedrete;-1.13;
2022;Municipios;0112;Ambite;-3.62;
2022;Municipios;0127;Anchuelo;-2.19;
2022;Municipios;0133;Aranjuez;-1.42;
2022;Municipios;0148;Arganda del Rey;-1.92;
2022;Municipios;0151;Arroyomolinos;-1.06;
2022;Municipios;0164;Atazar (El);0.22;
2022;Municipios;0170;Batres;-0.34;
2022;Municipios;0186;Becerril de la Sierra;-1.18;
2022;Municipios;0199;Belmonte de Tajo;-0.30;
2022;Municipios;0210;Berrueco (El);-0.65;
2022;Municipios;0203;Berzosa del Lozoya;-3.84;
2022;Municipios;0225;Boadilla del Monte;-0.71;
2022;Municipios;0231;Boalo (El);-0.79;
2022;Municipios;0246;Braojos;-0.46;
2022;Municipios;0259;Brea de Tajo;-1.85;
2022;Municipios;0262;Brunete;-1.26;
2022;Municipios;0278;Buitrago del Lozoya;-2.44;
2022;Municipios;0284;Bustarviejo;-0.90;
2022;Municipios;0297;Cabanillas de la Sierra;-1.39;
2022;Municipios;0301;Cabrera (La);-1.74;
2022;Municipios;0318;Cadalso de los Vidrios;-1.13;
2022;Municipios;0323;Camarma de Esteruelas;-1.41;
2022;Municipios;0339;Campo Real;-0.77;
2022;Municipios;0344;Canencia;-1.88;
2022;Municipios;0357;Carabaña;-0.69;
2022;Municipios;0360;Casarrubuelos;-1.05;
2022;Municipios;0376;Cenicientos;-0.89;
2022;Municipios;0382;Cercedilla;-0.80;
2022;Municipios;0395;Cervera de Buitrago;-1.09;
2022;Municipios;0513;Chapinería;-2.25;
2022;Municipios;0528;Chinchón;-1.19;
2022;Municipios;0409;Ciempozuelos;-1.89;
2022;Municipios;0416;Cobeña;-0.93;
2022;Municipios;0468;Collado Mediano;-1.47;
2022;Municipios;0474;Collado Villalba;-1.64;
2022;Municipios;0437;Colmenar de Oreja;-1.52;
2022;Municipios;0421;Colmenar del Arroyo;0.13;
2022;Municipios;0455;Colmenar Viejo;-1.33;
2022;Municipios;0442;Colmenarejo;-1.32;
2022;Municipios;0480;Corpa;-1.16;
2022;Municipios;0493;Coslada;-1.48;
2022;Municipios;0506;Cubas de la Sagra;-1.27;
2022;Municipios;0534;Daganzo de Arriba;-1.02;
2022;Municipios;0549;Escorial (El);-1.07;
2022;Municipios;0552;Estremera;-1.58;
2022;Municipios;0565;Fresnedillas de la Oliva;-1.09;
2022;Municipios;0571;Fresno de Torote;-0.36;
2022;Municipios;0587;Fuenlabrada;-1.80;
2022;Municipios;0590;Fuente el Saz de Jarama;-1.37;
2022;Municipios;0604;Fuentidueña de Tajo;-0.67;
2022;Municipios;0611;Galapagar;-1.49;
2022;Municipios;0626;Garganta de los Montes;-1.26;
2022;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0.50;
2022;Municipios;0647;Gascones;0.37;
2022;Municipios;0650;Getafe;-1.64;
2022;Municipios;0663;Griñón;-0.74;
2022;Municipios;0679;Guadalix de la Sierra;-1.37;
2022;Municipios;0685;Guadarrama;-0.88;
2022;Municipios;0698;Hiruela (La);-0.11;
2022;Municipios;0702;Horcajo de la Sierra-Aoslos;-1.40;
2022;Municipios;0719;Horcajuelo de la Sierra;-4.82;
2022;Municipios;0724;Hoyo de Manzanares;-1.18;
2022;Municipios;0730;Humanes de Madrid;-1.71;
2022;Municipios;0745;Leganés;-1.48;
2022;Municipios;0758;Loeches;-0.99;
2022;Municipios;0761;Lozoya;-0.58;
2022;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;-3.59;
2022;Municipios;0783;Madarcos;1.59;
2022;Municipios;0796;Madrid;-1.63;
2022;Municipios;0800;Majadahonda;-1.01;
2022;Municipios;0822;Manzanares el Real;-1.34;
2022;Municipios;0838;Meco;-1.57;
2022;Municipios;0843;Mejorada del Campo;-1.81;
2022;Municipios;0856;Miraflores de la Sierra;-1.14;
2022;Municipios;0869;Molar (El);-1.44;
2022;Municipios;0875;Molinos (Los);-1.44;
2022;Municipios;0881;Montejo de la Sierra;-0.06;
2022;Municipios;0894;Moraleja de Enmedio;-1.56;
2022;Municipios;0908;Moralzarzal;-1.33;
2022;Municipios;0915;Morata de Tajuña;-1.63;
2022;Municipios;0920;Móstoles;-1.57;
2022;Municipios;0936;Navacerrada;-1.49;
2022;Municipios;0941;Navalafuente;-2.42;
2022;Municipios;0954;Navalagamella;-0.75;
2022;Municipios;0967;Navalcarnero;-1.19;
2022;Municipios;0973;Navarredonda y San Mamés;0.80;
2022;Municipios;0992;Navas del Rey;-1.82;
2022;Municipios;1006;Nuevo Baztán;-2.21;
2022;Municipios;1013;Olmeda de las Fuentes;-0.73;
2022;Municipios;1028;Orusco de Tajuña;-1.83;
2022;Municipios;1049;Paracuellos de Jarama;-0.84;
2022;Municipios;1065;Parla;-1.77;
2022;Municipios;1071;Patones;-1.79;
2022;Municipios;1087;Pedrezuela;-1.28;
2022;Municipios;1090;Pelayos de la Presa;-2.53;
2022;Municipios;1104;Perales de Tajuña;-1.25;
2022;Municipios;1111;Pezuela de las Torres;-2.17;
2022;Municipios;1126;Pinilla del Valle;-0.57;
2022;Municipios;1132;Pinto;-1.66;
2022;Municipios;1147;Piñuécar-Gandullas;-4.30;
2022;Municipios;1150;Pozuelo de Alarcón;-0.63;
2022;Municipios;1163;Pozuelo del Rey;-2.46;
2022;Municipios;1179;Prádena del Rincón;0.71;
2022;Municipios;1185;Puebla de la Sierra;-1.62;
2022;Municipios;9020;Puentes Viejas;-1.40;
2022;Municipios;1198;Quijorna;-1.19;
2022;Municipios;1202;Rascafría;-0.17;
2022;Municipios;1219;Redueña;-5.84;
2022;Municipios;1224;Ribatejada;-0.99;
2022;Municipios;1230;Rivas-Vaciamadrid;-1.18;
2022;Municipios;1245;Robledillo de la Jara;2.17;
2022;Municipios;1258;Robledo de Chavela;-0.79;
2022;Municipios;1261;Robregordo;1.47;
2022;Municipios;1277;Rozas de Madrid (Las);-0.78;
2022;Municipios;1283;Rozas de Puerto Real;-2.44;
2022;Municipios;1296;San Agustín del Guadalix;-1.11;
2022;Municipios;1300;San Fernando de Henares;-1.53;
2022;Municipios;1317;San Lorenzo de El Escorial;-1.35;
2022;Municipios;1322;San Martín de la Vega;-1.96;
2022;Municipios;1338;San Martín de Valdeiglesias;-1.87;
2022;Municipios;1343;San Sebastián de los Reyes;-1.26;
2022;Municipios;1356;Santa María de la Alameda;-2.03;
2022;Municipios;1369;Santorcaz;0.12;
2022;Municipios;1375;Santos de la Humosa (Los);-0.89;
2022;Municipios;1381;Serna del Monte (La);-1.85;
2022;Municipios;1408;Serranillos del Valle;-1.25;
2022;Municipios;1415;Sevilla la Nueva;-1.92;
2022;Municipios;1436;Somosierra;6.90;
2022;Municipios;1441;Soto del Real;-1.02;
2022;Municipios;1454;Talamanca de Jarama;-1.14;
2022;Municipios;1467;Tielmes;-1.48;
2022;Municipios;1473;Titulcia;-1.33;
2022;Municipios;1489;Torrejón de Ardoz;-1.66;
2022;Municipios;1492;Torrejón de la Calzada;-1.09;
2022;Municipios;1505;Torrejón de Velasco;-1.00;
2022;Municipios;1512;Torrelaguna;-0.94;
2022;Municipios;1527;Torrelodones;-0.81;
2022;Municipios;1533;Torremocha de Jarama;-0.63;
2022;Municipios;1548;Torres de la Alameda;-1.81;
2022;Municipios;9036;Tres Cantos;-0.71;
2022;Municipios;1551;Valdaracete;-0.72;
2022;Municipios;1564;Valdeavero;-0.72;
2022;Municipios;1570;Valdelaguna;0.17;
2022;Municipios;1586;Valdemanco;-0.50;
2022;Municipios;1599;Valdemaqueda;-2.12;
2022;Municipios;1603;Valdemorillo;-1.36;
2022;Municipios;1610;Valdemoro;-1.63;
2022;Municipios;1625;Valdeolmos-Alalpardo;-0.73;
2022;Municipios;1631;Valdepiélagos;-1.21;
2022;Municipios;1646;Valdetorres de Jarama;-1.51;
2022;Municipios;1659;Valdilecha;-1.36;
2022;Municipios;1662;Valverde de Alcalá;-0.32;
2022;Municipios;1678;Velilla de San Antonio;-1.72;
2022;Municipios;1684;Vellón (El);-1.60;
2022;Municipios;1697;Venturada;-0.89;
2022;Municipios;1718;Villa del Prado;-1.13;
2022;Municipios;1701;Villaconejos;-0.99;
2022;Municipios;1723;Villalbilla;-1.58;
2022;Municipios;1739;Villamanrique de Tajo;-0.74;
2022;Municipios;1744;Villamanta;-1.66;
2022;Municipios;1757;Villamantilla;-1.21;
2022;Municipios;1760;Villanueva de la Cañada;-0.80;
2022;Municipios;1782;Villanueva de Perales;-0.78;
2022;Municipios;1776;Villanueva del Pardillo;-1.05;
2022;Municipios;1795;Villar del Olmo;-0.56;
2022;Municipios;1809;Villarejo de Salvanés;-0.96;
2022;Municipios;1816;Villaviciosa de Odón;-0.98;
2022;Municipios;1821;Villavieja del Lozoya;0.55;
2022;Municipios;1837;Zarzalejo;-0.34;
2022;Zonas Estadísticas;03;Este Metropolitano;-1.53;
2022;Zonas Estadísticas;01;Municipio de Madrid;-1.63;
2022;Zonas Estadísticas;07;Nordeste Comunidad;-1.27;
2022;Zonas Estadísticas;02;Norte Metropolitano;-1.22;
2022;Zonas Estadísticas;05;Oeste Metropolitano;-0.97;
2022;Zonas Estadísticas;11;Sierra Central;-1.16;
2022;Zonas Estadísticas;06;Sierra Norte;-1.30;
2022;Zonas Estadísticas;10;Sierra Sur;-1.44;
2022;Zonas Estadísticas;08;Sudeste Comunidad;-1.35;
2022;Zonas Estadísticas;09;Sudoeste Comunidad;-1.25;
2022;Zonas Estadísticas;04;Sur Metropolitano;-1.62;
2023;Comunidad de Madrid;;Comunidad de Madrid;-0.43;
2023;Municipios;0014;Acebeda (La);2.50;
2023;Municipios;0029;Ajalvir;-0.15;
2023;Municipios;0035;Alameda del Valle;2.37;
2023;Municipios;0040;Álamo (El);-0.70;
2023;Municipios;0053;Alcalá de Henares;-0.60;
2023;Municipios;0066;Alcobendas;-0.43;
2023;Municipios;0072;Alcorcón;-0.46;
2023;Municipios;0088;Aldea del Fresno;-0.37;
2023;Municipios;0091;Algete;-0.53;
2023;Municipios;0105;Alpedrete;-0.12;
2023;Municipios;0112;Ambite;0.93;
2023;Municipios;0127;Anchuelo;-0.89;
2023;Municipios;0133;Aranjuez;-0.65;
2023;Municipios;0148;Arganda del Rey;-0.79;
2023;Municipios;0151;Arroyomolinos;-0.41;
2023;Municipios;0164;Atazar (El);0.35;
2023;Municipios;0170;Batres;-0.88;
2023;Municipios;0186;Becerril de la Sierra;0.47;
2023;Municipios;0199;Belmonte de Tajo;-0.69;
2023;Municipios;0210;Berrueco (El);0.37;
2023;Municipios;0203;Berzosa del Lozoya;0.58;
2023;Municipios;0225;Boadilla del Monte;-0.18;
2023;Municipios;0231;Boalo (El);-0.63;
2023;Municipios;0246;Braojos;-0.84;
2023;Municipios;0259;Brea de Tajo;-1.51;
2023;Municipios;0262;Brunete;-0.32;
2023;Municipios;0278;Buitrago del Lozoya;0.37;
2023;Municipios;0284;Bustarviejo;-0.22;
2023;Municipios;0297;Cabanillas de la Sierra;-0.63;
2023;Municipios;0301;Cabrera (La);-0.09;
2023;Municipios;0318;Cadalso de los Vidrios;-1.64;
2023;Municipios;0323;Camarma de Esteruelas;-0.55;
2023;Municipios;0339;Campo Real;-1.25;
2023;Municipios;0344;Canencia;-0.27;
2023;Municipios;0357;Carabaña;-0.72;
2023;Municipios;0360;Casarrubuelos;-0.98;
2023;Municipios;0376;Cenicientos;-1.18;
2023;Municipios;0382;Cercedilla;-0.34;
2023;Municipios;0395;Cervera de Buitrago;1.42;
2023;Municipios;0513;Chapinería;-0.13;
2023;Municipios;0528;Chinchón;-0.20;
2023;Municipios;0409;Ciempozuelos;-0.63;
2023;Municipios;0416;Cobeña;-0.08;
2023;Municipios;0468;Collado Mediano;-0.57;
2023;Municipios;0474;Collado Villalba;-0.50;
2023;Municipios;0437;Colmenar de Oreja;-0.61;
2023;Municipios;0421;Colmenar del Arroyo;-0.50;
2023;Municipios;0455;Colmenar Viejo;-0.46;
2023;Municipios;0442;Colmenarejo;-0.42;
2023;Municipios;0480;Corpa;-1.94;
2023;Municipios;0493;Coslada;-0.46;
2023;Municipios;0506;Cubas de la Sagra;0.08;
2023;Municipios;0534;Daganzo de Arriba;-0.28;
2023;Municipios;0549;Escorial (El);0.01;
2023;Municipios;0552;Estremera;0.09;
2023;Municipios;0565;Fresnedillas de la Oliva;-0.47;
2023;Municipios;0571;Fresno de Torote;-1.39;
2023;Municipios;0587;Fuenlabrada;-0.46;
2023;Municipios;0590;Fuente el Saz de Jarama;-0.60;
2023;Municipios;0604;Fuentidueña de Tajo;-1.66;
2023;Municipios;0611;Galapagar;-0.25;
2023;Municipios;0626;Garganta de los Montes;0.17;
2023;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;-1.81;
2023;Municipios;0647;Gascones;-1.77;
2023;Municipios;0650;Getafe;-0.42;
2023;Municipios;0663;Griñón;-0.32;
2023;Municipios;0679;Guadalix de la Sierra;-0.47;
2023;Municipios;0685;Guadarrama;-0.34;
2023;Municipios;0698;Hiruela (La);0.04;
2023;Municipios;0702;Horcajo de la Sierra-Aoslos;-1.06;
2023;Municipios;0719;Horcajuelo de la Sierra;0.05;
2023;Municipios;0724;Hoyo de Manzanares;-0.24;
2023;Municipios;0730;Humanes de Madrid;-0.52;
2023;Municipios;0745;Leganés;-0.61;
2023;Municipios;0758;Loeches;-0.54;
2023;Municipios;0761;Lozoya;0.50;
2023;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;0.61;
2023;Municipios;0783;Madarcos;-0.20;
2023;Municipios;0796;Madrid;-0.38;
2023;Municipios;0800;Majadahonda;-0.26;
2023;Municipios;0822;Manzanares el Real;-0.08;
2023;Municipios;0838;Meco;-0.43;
2023;Municipios;0843;Mejorada del Campo;-0.65;
2023;Municipios;0856;Miraflores de la Sierra;-0.55;
2023;Municipios;0869;Molar (El);-0.24;
2023;Municipios;0875;Molinos (Los);-0.53;
2023;Municipios;0881;Montejo de la Sierra;-0.07;
2023;Municipios;0894;Moraleja de Enmedio;-0.44;
2023;Municipios;0908;Moralzarzal;-0.38;
2023;Municipios;0915;Morata de Tajuña;-0.91;
2023;Municipios;0920;Móstoles;-0.59;
2023;Municipios;0936;Navacerrada;-0.02;
2023;Municipios;0941;Navalafuente;0.12;
2023;Municipios;0954;Navalagamella;-0.19;
2023;Municipios;0967;Navalcarnero;-1.00;
2023;Municipios;0973;Navarredonda y San Mamés;-0.35;
2023;Municipios;0992;Navas del Rey;-1.00;
2023;Municipios;1006;Nuevo Baztán;0.04;
2023;Municipios;1013;Olmeda de las Fuentes;1.78;
2023;Municipios;1028;Orusco de Tajuña;-0.90;
2023;Municipios;1049;Paracuellos de Jarama;-0.26;
2023;Municipios;1065;Parla;-0.74;
2023;Municipios;1071;Patones;0.73;
2023;Municipios;1087;Pedrezuela;-0.38;
2023;Municipios;1090;Pelayos de la Presa;-1.96;
2023;Municipios;1104;Perales de Tajuña;-1.18;
2023;Municipios;1111;Pezuela de las Torres;1.55;
2023;Municipios;1126;Pinilla del Valle;-0.65;
2023;Municipios;1132;Pinto;-0.53;
2023;Municipios;1147;Piñuécar-Gandullas;-2.10;
2023;Municipios;1150;Pozuelo de Alarcón;-0.19;
2023;Municipios;1163;Pozuelo del Rey;0.28;
2023;Municipios;1179;Prádena del Rincón;1.28;
2023;Municipios;1185;Puebla de la Sierra;2.67;
2023;Municipios;9020;Puentes Viejas;-0.62;
2023;Municipios;1198;Quijorna;-0.71;
2023;Municipios;1202;Rascafría;-0.92;
2023;Municipios;1219;Redueña;0.24;
2023;Municipios;1224;Ribatejada;-1.42;
2023;Municipios;1230;Rivas-Vaciamadrid;-0.19;
2023;Municipios;1245;Robledillo de la Jara;2.14;
2023;Municipios;1258;Robledo de Chavela;-0.87;
2023;Municipios;1261;Robregordo;0.78;
2023;Municipios;1277;Rozas de Madrid (Las);-0.34;
2023;Municipios;1283;Rozas de Puerto Real;1.38;
2023;Municipios;1296;San Agustín del Guadalix;-0.33;
2023;Municipios;1300;San Fernando de Henares;-0.54;
2023;Municipios;1317;San Lorenzo de El Escorial;-0.75;
2023;Municipios;1322;San Martín de la Vega;-0.49;
2023;Municipios;1338;San Martín de Valdeiglesias;-0.45;
2023;Municipios;1343;San Sebastián de los Reyes;-0.38;
2023;Municipios;1356;Santa María de la Alameda;0.45;
2023;Municipios;1369;Santorcaz;0.31;
2023;Municipios;1375;Santos de la Humosa (Los);-0.76;
2023;Municipios;1381;Serna del Monte (La);0.12;
2023;Municipios;1408;Serranillos del Valle;-0.54;
2023;Municipios;1415;Sevilla la Nueva;-0.55;
2023;Municipios;1436;Somosierra;-3.31;
2023;Municipios;1441;Soto del Real;-0.33;
2023;Municipios;1454;Talamanca de Jarama;-0.22;
2023;Municipios;1467;Tielmes;-0.33;
2023;Municipios;1473;Titulcia;-0.89;
2023;Municipios;1489;Torrejón de Ardoz;-0.75;
2023;Municipios;1492;Torrejón de la Calzada;-0.34;
2023;Municipios;1505;Torrejón de Velasco;-0.57;
2023;Municipios;1512;Torrelaguna;-0.15;
2023;Municipios;1527;Torrelodones;-0.41;
2023;Municipios;1533;Torremocha de Jarama;-0.17;
2023;Municipios;1548;Torres de la Alameda;-0.48;
2023;Municipios;9036;Tres Cantos;-0.49;
2023;Municipios;1551;Valdaracete;-1.04;
2023;Municipios;1564;Valdeavero;-1.42;
2023;Municipios;1570;Valdelaguna;-1.15;
2023;Municipios;1586;Valdemanco;-0.71;
2023;Municipios;1599;Valdemaqueda;-1.57;
2023;Municipios;1603;Valdemorillo;-0.11;
2023;Municipios;1610;Valdemoro;-0.58;
2023;Municipios;1625;Valdeolmos-Alalpardo;-0.92;
2023;Municipios;1631;Valdepiélagos;-0.01;
2023;Municipios;1646;Valdetorres de Jarama;-0.04;
2023;Municipios;1659;Valdilecha;-1.50;
2023;Municipios;1662;Valverde de Alcalá;-0.21;
2023;Municipios;1678;Velilla de San Antonio;-0.33;
2023;Municipios;1684;Vellón (El);-0.79;
2023;Municipios;1697;Venturada;0.19;
2023;Municipios;1718;Villa del Prado;-0.28;
2023;Municipios;1701;Villaconejos;-1.38;
2023;Municipios;1723;Villalbilla;-0.27;
2023;Municipios;1739;Villamanrique de Tajo;1.33;
2023;Municipios;1744;Villamanta;0.56;
2023;Municipios;1757;Villamantilla;-0.92;
2023;Municipios;1760;Villanueva de la Cañada;-0.31;
2023;Municipios;1782;Villanueva de Perales;-0.84;
2023;Municipios;1776;Villanueva del Pardillo;-0.34;
2023;Municipios;1795;Villar del Olmo;-1.12;
2023;Municipios;1809;Villarejo de Salvanés;-0.56;
2023;Municipios;1816;Villaviciosa de Odón;-0.25;
2023;Municipios;1821;Villavieja del Lozoya;-0.89;
2023;Municipios;1837;Zarzalejo;-0.65;
2023;Zonas Estadísticas;03;Este Metropolitano;-0.55;
2023;Zonas Estadísticas;01;Municipio de Madrid;-0.38;
2023;Zonas Estadísticas;07;Nordeste Comunidad;-0.47;
2023;Zonas Estadísticas;02;Norte Metropolitano;-0.42;
2023;Zonas Estadísticas;05;Oeste Metropolitano;-0.29;
2023;Zonas Estadísticas;11;Sierra Central;-0.31;
2023;Zonas Estadísticas;06;Sierra Norte;-0.22;
2023;Zonas Estadísticas;10;Sierra Sur;-0.74;
2023;Zonas Estadísticas;08;Sudeste Comunidad;-0.61;
2023;Zonas Estadísticas;09;Sudoeste Comunidad;-0.55;
2023;Zonas Estadísticas;04;Sur Metropolitano;-0.55;
2024;Comunidad de Madrid;;Comunidad de Madrid;0.21;
2024;Municipios;0014;Acebeda (La);-6.01;
2024;Municipios;0029;Ajalvir;0.47;
2024;Municipios;0035;Alameda del Valle;-3.80;
2024;Municipios;0040;Álamo (El);0.08;
2024;Municipios;0053;Alcalá de Henares;0.29;
2024;Municipios;0066;Alcobendas;0.12;
2024;Municipios;0072;Alcorcón;0.23;
2024;Municipios;0088;Aldea del Fresno;0.61;
2024;Municipios;0091;Algete;0.09;
2024;Municipios;0105;Alpedrete;0.30;
2024;Municipios;0112;Ambite;-1.73;
2024;Municipios;0127;Anchuelo;0.89;
2024;Municipios;0133;Aranjuez;0.55;
2024;Municipios;0148;Arganda del Rey;0.25;
2024;Municipios;0151;Arroyomolinos;0.14;
2024;Municipios;0164;Atazar (El);-6.89;
2024;Municipios;0170;Batres;0.72;
2024;Municipios;0186;Becerril de la Sierra;0.15;
2024;Municipios;0199;Belmonte de Tajo;0.39;
2024;Municipios;0210;Berrueco (El);1.15;
2024;Municipios;0203;Berzosa del Lozoya;0.20;
2024;Municipios;0225;Boadilla del Monte;0.12;
2024;Municipios;0231;Boalo (El);0.70;
2024;Municipios;0246;Braojos;-1.00;
2024;Municipios;0259;Brea de Tajo;-1.52;
2024;Municipios;0262;Brunete;0.23;
2024;Municipios;0278;Buitrago del Lozoya;0.14;
2024;Municipios;0284;Bustarviejo;0.38;
2024;Municipios;0297;Cabanillas de la Sierra;0.31;
2024;Municipios;0301;Cabrera (La);0.63;
2024;Municipios;0318;Cadalso de los Vidrios;0.13;
2024;Municipios;0323;Camarma de Esteruelas;0.24;
2024;Municipios;0339;Campo Real;0.04;
2024;Municipios;0344;Canencia;0.12;
2024;Municipios;0357;Carabaña;0.08;
2024;Municipios;0360;Casarrubuelos;0.31;
2024;Municipios;0376;Cenicientos;0.09;
2024;Municipios;0382;Cercedilla;0.52;
2024;Municipios;0395;Cervera de Buitrago;-1.09;
2024;Municipios;0513;Chapinería;0.08;
2024;Municipios;0528;Chinchón;0.30;
2024;Municipios;0409;Ciempozuelos;0.41;
2024;Municipios;0416;Cobeña;0.10;
2024;Municipios;0468;Collado Mediano;0.06;
2024;Municipios;0474;Collado Villalba;0.16;
2024;Municipios;0437;Colmenar de Oreja;0.19;
2024;Municipios;0421;Colmenar del Arroyo;0.36;
2024;Municipios;0455;Colmenar Viejo;0.22;
2024;Municipios;0442;Colmenarejo;0.21;
2024;Municipios;0480;Corpa;1.05;
2024;Municipios;0493;Coslada;0.38;
2024;Municipios;0506;Cubas de la Sagra;0.43;
2024;Municipios;0534;Daganzo de Arriba;0.44;
2024;Municipios;0549;Escorial (El);0.13;
2024;Municipios;0552;Estremera;0.81;
2024;Municipios;0565;Fresnedillas de la Oliva;0.28;
2024;Municipios;0571;Fresno de Torote;0.15;
2024;Municipios;0587;Fuenlabrada;0.46;
2024;Municipios;0590;Fuente el Saz de Jarama;0.08;
2024;Municipios;0604;Fuentidueña de Tajo;0.09;
2024;Municipios;0611;Galapagar;0.13;
2024;Municipios;0626;Garganta de los Montes;0.91;
2024;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0.38;
2024;Municipios;0647;Gascones;1.49;
2024;Municipios;0650;Getafe;0.27;
2024;Municipios;0663;Griñón;0.19;
2024;Municipios;0679;Guadalix de la Sierra;0.18;
2024;Municipios;0685;Guadarrama;0.09;
2024;Municipios;0698;Hiruela (La);-1.50;
2024;Municipios;0702;Horcajo de la Sierra-Aoslos;0.87;
2024;Municipios;0719;Horcajuelo de la Sierra;0.08;
2024;Municipios;0724;Hoyo de Manzanares;0.16;
2024;Municipios;0730;Humanes de Madrid;0.01;
2024;Municipios;0745;Leganés;0.31;
2024;Municipios;0758;Loeches;0.34;
2024;Municipios;0761;Lozoya;-1.10;
2024;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;0.81;
2024;Municipios;0783;Madarcos;0.04;
2024;Municipios;0796;Madrid;0.20;
2024;Municipios;0800;Majadahonda;0.02;
2024;Municipios;0822;Manzanares el Real;0.68;
2024;Municipios;0838;Meco;0.52;
2024;Municipios;0843;Mejorada del Campo;0.14;
2024;Municipios;0856;Miraflores de la Sierra;0.03;
2024;Municipios;0869;Molar (El);0.15;
2024;Municipios;0875;Molinos (Los);0.14;
2024;Municipios;0881;Montejo de la Sierra;0.75;
2024;Municipios;0894;Moraleja de Enmedio;0.35;
2024;Municipios;0908;Moralzarzal;0.24;
2024;Municipios;0915;Morata de Tajuña;0.42;
2024;Municipios;0920;Móstoles;0.20;
2024;Municipios;0936;Navacerrada;0.50;
2024;Municipios;0941;Navalafuente;0.14;
2024;Municipios;0954;Navalagamella;0.18;
2024;Municipios;0967;Navalcarnero;0.21;
2024;Municipios;0973;Navarredonda y San Mamés;0.69;
2024;Municipios;0992;Navas del Rey;0.51;
2024;Municipios;1006;Nuevo Baztán;0.24;
2024;Municipios;1013;Olmeda de las Fuentes;-1.05;
2024;Municipios;1028;Orusco de Tajuña;0.23;
2024;Municipios;1049;Paracuellos de Jarama;0.00;
2024;Municipios;1065;Parla;0.28;
2024;Municipios;1071;Patones;0.11;
2024;Municipios;1087;Pedrezuela;0.51;
2024;Municipios;1090;Pelayos de la Presa;0.45;
2024;Municipios;1104;Perales de Tajuña;0.45;
2024;Municipios;1111;Pezuela de las Torres;0.98;
2024;Municipios;1126;Pinilla del Valle;0.90;
2024;Municipios;1132;Pinto;0.31;
2024;Municipios;1147;Piñuécar-Gandullas;1.54;
2024;Municipios;1150;Pozuelo de Alarcón;0.02;
2024;Municipios;1163;Pozuelo del Rey;0.57;
2024;Municipios;1179;Prádena del Rincón;-2.56;
2024;Municipios;1185;Puebla de la Sierra;-1.82;
2024;Municipios;9020;Puentes Viejas;0.44;
2024;Municipios;1198;Quijorna;0.45;
2024;Municipios;1202;Rascafría;0.04;
2024;Municipios;1219;Redueña;-2.52;
2024;Municipios;1224;Ribatejada;0.15;
2024;Municipios;1230;Rivas-Vaciamadrid;0.21;
2024;Municipios;1245;Robledillo de la Jara;0.54;
2024;Municipios;1258;Robledo de Chavela;0.11;
2024;Municipios;1261;Robregordo;1.79;
2024;Municipios;1277;Rozas de Madrid (Las);0.00;
2024;Municipios;1283;Rozas de Puerto Real;1.36;
2024;Municipios;1296;San Agustín del Guadalix;0.05;
2024;Municipios;1300;San Fernando de Henares;0.40;
2024;Municipios;1317;San Lorenzo de El Escorial;0.15;
2024;Municipios;1322;San Martín de la Vega;0.55;
2024;Municipios;1338;San Martín de Valdeiglesias;0.22;
2024;Municipios;1343;San Sebastián de los Reyes;0.18;
2024;Municipios;1356;Santa María de la Alameda;0.59;
2024;Municipios;1369;Santorcaz;0.28;
2024;Municipios;1375;Santos de la Humosa (Los);0.13;
2024;Municipios;1381;Serna del Monte (La);0.89;
2024;Municipios;1408;Serranillos del Valle;0.59;
2024;Municipios;1415;Sevilla la Nueva;0.24;
2024;Municipios;1436;Somosierra;-1.67;
2024;Municipios;1441;Soto del Real;0.18;
2024;Municipios;1454;Talamanca de Jarama;0.26;
