Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2019;Municipios;0203;Berzosa del Lozoya;-4.16;
2019;Municipios;0225;Boadilla del Monte;-0.37;
2019;Municipios;0231;Boalo (El);-0.17;
2019;Municipios;0246;Braojos;-2.44;
2019;Municipios;0259;Brea de Tajo;-1.89;
2019;Municipios;0262;Brunete;-0.22;
2019;Municipios;0278;Buitrago del Lozoya;-0.29;
2019;Municipios;0284;Bustarviejo;-1.01;
2019;Municipios;0297;Cabanillas de la Sierra;-0.15;
2019;Municipios;0301;Cabrera (La);-0.12;
2019;Municipios;0318;Cadalso de los Vidrios;-2.17;
2019;Municipios;0323;Camarma de Esteruelas;-0.09;
2019;Municipios;0339;Campo Real;-0.62;
2019;Municipios;0344;Canencia;-2.23;
2019;Municipios;0357;Carabaña;-1.93;
2019;Municipios;0360;Casarrubuelos;-0.41;
2019;Municipios;0376;Cenicientos;-1.63;
2019;Municipios;0382;Cercedilla;-0.49;
2019;Municipios;0395;Cervera de Buitrago;-4.73;
2019;Municipios;0513;Chapinería;-1.20;
2019;Municipios;0528;Chinchón;-0.41;
2019;Municipios;0409;Ciempozuelos;-0.33;
2019;Municipios;0416;Cobeña;-0.19;
2019;Municipios;0468;Collado Mediano;-0.26;
2019;Municipios;0474;Collado Villalba;-0.44;
2019;Municipios;0437;Colmenar de Oreja;-0.94;
2019;Municipios;0421;Colmenar del Arroyo;-0.16;
2019;Municipios;0455;Colmenar Viejo;-0.46;
2019;Municipios;0442;Colmenarejo;-0.53;
2019;Municipios;0480;Corpa;-1.15;
2019;Municipios;0493;Coslada;-0.60;
2019;Municipios;0506;Cubas de la Sagra;-0.12;
2019;Municipios;0534;Daganzo de Arriba;-0.60;
2019;Municipios;0549;Escorial (El);-0.32;
2019;Municipios;0552;Estremera;0.19;
2019;Municipios;0565;Fresnedillas de la Oliva;-1.18;
2019;Municipios;0571;Fresno de Torote;-1.52;
2019;Municipios;0587;Fuenlabrada;-0.57;
2019;Municipios;0590;Fuente el Saz de Jarama;-0.22;
2019;Municipios;0604;Fuentidueña de Tajo;-1.14;
2019;Municipios;0611;Galapagar;-0.53;
2019;Municipios;0626;Garganta de los Montes;-0.27;
2019;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;1.93;
2019;Municipios;0647;Gascones;-0.67;
2019;Municipios;0650;Getafe;-0.55;
2019;Municipios;0663;Griñón;-0.33;
2019;Municipios;0679;Guadalix de la Sierra;-1.09;
2019;Municipios;0685;Guadarrama;-0.37;
2019;Municipios;0698;Hiruela (La);-2.74;
2019;Municipios;0702;Horcajo de la Sierra-Aoslos;0.10;
2019;Municipios;0719;Horcajuelo de la Sierra;1.20;
2019;Municipios;0724;Hoyo de Manzanares;-0.42;
2019;Municipios;0730;Humanes de Madrid;-0.37;
2019;Municipios;0745;Leganés;-0.59;
2019;Municipios;0758;Loeches;-0.72;
2019;Municipios;0761;Lozoya;-0.51;
2019;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;-0.61;
2019;Municipios;0783;Madarcos;-4.34;
2019;Municipios;0796;Madrid;-0.43;
2019;Municipios;0800;Majadahonda;-0.42;
2019;Municipios;0822;Manzanares el Real;-0.39;
2019;Municipios;0838;Meco;-0.35;
2019;Municipios;0843;Mejorada del Campo;-0.48;
2019;Municipios;0856;Miraflores de la Sierra;-1.48;
2019;Municipios;0869;Molar (El);-0.81;
2019;Municipios;0875;Molinos (Los);-0.38;
2019;Municipios;0881;Montejo de la Sierra;-0.76;
2019;Municipios;0894;Moraleja de Enmedio;-0.23;
2019;Municipios;0908;Moralzarzal;-0.48;
2019;Municipios;0915;Morata de Tajuña;-0.71;
2019;Municipios;0920;Móstoles;-0.73;
2019;Municipios;0936;Navacerrada;0.50;
2019;Municipios;0941;Navalafuente;-1.42;
2019;Municipios;0954;Navalagamella;-0.56;
2019;Municipios;0967;Navalcarnero;-0.79;
2019;Municipios;0973;Navarredonda y San Mamés;3.79;
2019;Municipios;0992;Navas del Rey;-1.30;
2019;Municipios;1006;Nuevo Baztán;-0.17;
2019;Municipios;1013;Olmeda de las Fuentes;-0.03;
2019;Municipios;1028;Orusco de Tajuña;-0.11;
2019;Municipios;1049;Paracuellos de Jarama;-0.41;
2019;Municipios;1065;Parla;-0.67;
2019;Municipios;1071;Patones;-1.25;
2019;Municipios;1087;Pedrezuela;-0.44;
2019;Municipios;1090;Pelayos de la Presa;-1.52;
2019;Municipios;1104;Perales de Tajuña;-0.91;
2019;Municipios;1111;Pezuela de las Torres;-0.61;
2019;Municipios;1126;Pinilla del Valle;-0.60;
2019;Municipios;1132;Pinto;-0.63;
2019;Municipios;1147;Piñuécar-Gandullas;-3.23;
2019;Municipios;1150;Pozuelo de Alarcón;-0.15;
2019;Municipios;1163;Pozuelo del Rey;-0.67;
2019;Municipios;1179;Prádena del Rincón;-1.71;
2019;Municipios;1185;Puebla de la Sierra;6.03;
2019;Municipios;9020;Puentes Viejas;-1.30;
2019;Municipios;1198;Quijorna;-0.63;
2019;Municipios;1202;Rascafría;-0.24;
2019;Municipios;1219;Redueña;0.16;
2019;Municipios;1224;Ribatejada;-2.48;
2019;Municipios;1230;Rivas-Vaciamadrid;-0.47;
2019;Municipios;1245;Robledillo de la Jara;-2.10;
2019;Municipios;1258;Robledo de Chavela;-0.68;
2019;Municipios;1261;Robregordo;1.36;
2019;Municipios;1277;Rozas de Madrid (Las);-0.24;
2019;Municipios;1283;Rozas de Puerto Real;-0.98;
2019;Municipios;1296;San Agustín del Guadalix;-0.57;
2019;Municipios;1300;San Fernando de Henares;-0.64;
2019;Municipios;1317;San Lorenzo de El Escorial;-0.65;
2019;Municipios;1322;San Martín de la Vega;-0.64;
2019;Municipios;1338;San Martín de Valdeiglesias;-1.02;
2019;Municipios;1343;San Sebastián de los Reyes;-0.45;
2019;Municipios;1356;Santa María de la Alameda;-1.30;
2019;Municipios;1369;Santorcaz;-0.21;
2019;Municipios;1375;Santos de la Humosa (Los);-1.01;
2019;Municipios;1381;Serna del Monte (La);0.18;
2019;Municipios;1408;Serranillos del Valle;0.03;
2019;Municipios;1415;Sevilla la Nueva;-0.74;
2019;Municipios;1436;Somosierra;2.15;
2019;Municipios;1441;Soto del Real;-0.17;
2019;Municipios;1454;Talamanca de Jarama;-0.53;
2019;Municipios;1467;Tielmes;-0.42;
2019;Municipios;1473;Titulcia;-0.05;
2019;Municipios;1489;Torrejón de Ardoz;-0.58;
2019;Municipios;1492;Torrejón de la Calzada;-0.38;
2019;Municipios;1505;Torrejón de Velasco;-0.87;
2019;Municipios;1512;Torrelaguna;-0.95;
2019;Municipios;1527;Torrelodones;-0.29;
2019;Municipios;1533;Torremocha de Jarama;0.16;
2019;Municipios;1548;Torres de la Alameda;-0.71;
2019;Municipios;9036;Tres Cantos;-0.34;
2019;Municipios;1551;Valdaracete;-0.22;
2019;Municipios;1564;Valdeavero;-1.43;
2019;Municipios;1570;Valdelaguna;-0.68;
2019;Municipios;1586;Valdemanco;-0.58;
2019;Municipios;1599;Valdemaqueda;0.13;
2019;Municipios;1603;Valdemorillo;-0.45;
2019;Municipios;1610;Valdemoro;-0.37;
2019;Municipios;1625;Valdeolmos-Alalpardo;-0.45;
2019;Municipios;1631;Valdepiélagos;-0.09;
2019;Municipios;1646;Valdetorres de Jarama;-0.77;
2019;Municipios;1659;Valdilecha;-0.50;
2019;Municipios;1662;Valverde de Alcalá;0.04;
2019;Municipios;1678;Velilla de San Antonio;-0.61;
2019;Municipios;1684;Vellón (El);0.40;
2019;Municipios;1697;Venturada;0.47;
2019;Municipios;1718;Villa del Prado;-1.01;
2019;Municipios;1701;Villaconejos;-0.80;
2019;Municipios;1723;Villalbilla;-0.27;
2019;Municipios;1739;Villamanrique de Tajo;-0.62;
2019;Municipios;1744;Villamanta;0.14;
2019;Municipios;1757;Villamantilla;-0.67;
2019;Municipios;1760;Villanueva de la Cañada;-0.20;
2019;Municipios;1782;Villanueva de Perales;-1.61;
2019;Municipios;1776;Villanueva del Pardillo;-0.35;
2019;Municipios;1795;Villar del Olmo;0.42;
2019;Municipios;1809;Villarejo de Salvanés;-0.05;
2019;Municipios;1816;Villaviciosa de Odón;-0.20;
2019;Municipios;1821;Villavieja del Lozoya;-1.88;
2019;Municipios;1837;Zarzalejo;-1.57;
2019;Zonas Estadísticas;03;Este Metropolitano;-0.50;
2019;Zonas Estadísticas;01;Municipio de Madrid;-0.43;
2019;Zonas Estadísticas;07;Nordeste Comunidad;-0.54;
2019;Zonas Estadísticas;02;Norte Metropolitano;-0.44;
2019;Zonas Estadísticas;05;Oeste Metropolitano;-0.31;
2019;Zonas Estadísticas;11;Sierra Central;-0.40;
2019;Zonas Estadísticas;06;Sierra Norte;-0.61;
2019;Zonas Estadísticas;10;Sierra Sur;-1.12;
2019;Zonas Estadísticas;08;Sudeste Comunidad;-0.55;
2019;Zonas Estadísticas;09;Sudoeste Comunidad;-0.65;
2019;Zonas Estadísticas;04;Sur Metropolitano;-0.57;
2020;Comunidad de Madrid;;Comunidad de Madrid;0.06;
2020;Municipios;0014;Acebeda (La);3.15;
2020;Municipios;0029;Ajalvir;0.56;
2020;Municipios;0035;Alameda del Valle;-0.59;
2020;Municipios;0040;Álamo (El);-0.78;
2020;Municipios;0053;Alcalá de Henares;0.01;
2020;Municipios;0066;Alcobendas;0.26;
2020;Municipios;0072;Alcorcón;0.05;
2020;Municipios;0088;Aldea del Fresno;0.43;
2020;Municipios;0091;Algete;0.12;
2020;Municipios;0105;Alpedrete;0.25;
2020;Municipios;0112;Ambite;-0.11;
2020;Municipios;0127;Anchuelo;-0.15;
2020;Municipios;0133;Aranjuez;-0.04;
2020;Municipios;0148;Arganda del Rey;0.19;
2020;Municipios;0151;Arroyomolinos;0.01;
2020;Municipios;0164;Atazar (El);3.27;
2020;Municipios;0170;Batres;-0.30;
2020;Municipios;0186;Becerril de la Sierra;-0.08;
2020;Municipios;0199;Belmonte de Tajo;0.64;
2020;Municipios;0210;Berrueco (El);0.03;
2020;Municipios;0203;Berzosa del Lozoya;-0.26;
2020;Municipios;0225;Boadilla del Monte;0.20;
2020;Municipios;0231;Boalo (El);0.08;
2020;Municipios;0246;Braojos;-1.96;
2020;Municipios;0259;Brea de Tajo;-0.06;
2020;Municipios;0262;Brunete;0.21;
2020;Municipios;0278;Buitrago del Lozoya;-0.13;
2020;Municipios;0284;Bustarviejo;-0.13;
2020;Municipios;0297;Cabanillas de la Sierra;-1.19;
2020;Municipios;0301;Cabrera (La);1.43;
2020;Municipios;0318;Cadalso de los Vidrios;0.11;
2020;Municipios;0323;Camarma de Esteruelas;0.22;
2020;Municipios;0339;Campo Real;-0.63;
2020;Municipios;0344;Canencia;0.22;
2020;Municipios;0357;Carabaña;-0.20;
2020;Municipios;0360;Casarrubuelos;0.18;
2020;Municipios;0376;Cenicientos;-0.32;
2020;Municipios;0382;Cercedilla;0.21;
2020;Municipios;0395;Cervera de Buitrago;0.89;
2020;Municipios;0513;Chapinería;1.33;
2020;Municipios;0528;Chinchón;-0.44;
2020;Municipios;0409;Ciempozuelos;0.28;
2020;Municipios;0416;Cobeña;-0.28;
2020;Municipios;0468;Collado Mediano;0.13;
2020;Municipios;0474;Collado Villalba;0.27;
2020;Municipios;0437;Colmenar de Oreja;0.60;
2020;Municipios;0421;Colmenar del Arroyo;-0.45;
2020;Municipios;0455;Colmenar Viejo;-0.07;
2020;Municipios;0442;Colmenarejo;0.42;
2020;Municipios;0480;Corpa;-0.09;
2020;Municipios;0493;Coslada;0.15;
2020;Municipios;0506;Cubas de la Sagra;0.28;
2020;Municipios;0534;Daganzo de Arriba;0.52;
2020;Municipios;0549;Escorial (El);0.34;
2020;Municipios;0552;Estremera;-0.02;
2020;Municipios;0565;Fresnedillas de la Oliva;-0.80;
2020;Municipios;0571;Fresno de Torote;0.30;
2020;Municipios;0587;Fuenlabrada;-0.07;
2020;Municipios;0590;Fuente el Saz de Jarama;0.27;
2020;Municipios;0604;Fuentidueña de Tajo;-0.75;
2020;Municipios;0611;Galapagar;0.21;
2020;Municipios;0626;Garganta de los Montes;1.64;
2020;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;-0.18;
2020;Municipios;0647;Gascones;-1.77;
2020;Municipios;0650;Getafe;0.08;
2020;Municipios;0663;Griñón;0.31;
2020;Municipios;0679;Guadalix de la Sierra;-0.26;
2020;Municipios;0685;Guadarrama;0.27;
2020;Municipios;0698;Hiruela (La);-0.43;
2020;Municipios;0702;Horcajo de la Sierra-Aoslos;-0.88;
2020;Municipios;0719;Horcajuelo de la Sierra;1.05;
2020;Municipios;0724;Hoyo de Manzanares;0.36;
2020;Municipios;0730;Humanes de Madrid;-0.15;
2020;Municipios;0745;Leganés;0.02;
2020;Municipios;0758;Loeches;0.19;
2020;Municipios;0761;Lozoya;1.04;
2020;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;0.13;
2020;Municipios;0783;Madarcos;-0.09;
2020;Municipios;0796;Madrid;0.04;
2020;Municipios;0800;Majadahonda;0.18;
2020;Municipios;0822;Manzanares el Real;0.18;
2020;Municipios;0838;Meco;0.58;
2020;Municipios;0843;Mejorada del Campo;0.07;
2020;Municipios;0856;Miraflores de la Sierra;0.19;
2020;Municipios;0869;Molar (El);-0.03;
2020;Municipios;0875;Molinos (Los);-0.35;
2020;Municipios;0881;Montejo de la Sierra;2.95;
2020;Municipios;0894;Moraleja de Enmedio;-0.21;
2020;Municipios;0908;Moralzarzal;0.42;
2020;Municipios;0915;Morata de Tajuña;0.05;
2020;Municipios;0920;Móstoles;0.07;
2020;Municipios;0936;Navacerrada;0.43;
2020;Municipios;0941;Navalafuente;0.10;
2020;Municipios;0954;Navalagamella;0.50;
2020;Municipios;0967;Navalcarnero;0.01;
2020;Municipios;0973;Navarredonda y San Mamés;0.00;
2020;Municipios;0992;Navas del Rey;0.01;
2020;Municipios;1006;Nuevo Baztán;0.55;
2020;Municipios;1013;Olmeda de las Fuentes;0.03;
2020;Municipios;1028;Orusco de Tajuña;-0.24;
2020;Municipios;1049;Paracuellos de Jarama;-0.08;
2020;Municipios;1065;Parla;0.05;
2020;Municipios;1071;Patones;0.01;
2020;Municipios;1087;Pedrezuela;-0.15;
2020;Municipios;1090;Pelayos de la Presa;-0.55;
2020;Municipios;1104;Perales de Tajuña;0.00;
2020;Municipios;1111;Pezuela de las Torres;-0.25;
2020;Municipios;1126;Pinilla del Valle;2.65;
2020;Municipios;1132;Pinto;0.28;
2020;Municipios;1147;Piñuécar-Gandullas;2.92;
2020;Municipios;1150;Pozuelo de Alarcón;0.03;
2020;Municipios;1163;Pozuelo del Rey;1.16;
2020;Municipios;1179;Prádena del Rincón;-0.16;
2020;Municipios;1185;Puebla de la Sierra;-0.84;
2020;Municipios;9020;Puentes Viejas;-1.47;
2020;Municipios;1198;Quijorna;-0.35;
2020;Municipios;1202;Rascafría;-0.10;
2020;Municipios;1219;Redueña;-0.54;
2020;Municipios;1224;Ribatejada;0.46;
2020;Municipios;1230;Rivas-Vaciamadrid;0.00;
2020;Municipios;1245;Robledillo de la Jara;1.71;
2020;Municipios;1258;Robledo de Chavela;0.66;
2020;Municipios;1261;Robregordo;1.17;
2020;Municipios;1277;Rozas de Madrid (Las);0.17;
2020;Municipios;1283;Rozas de Puerto Real;-1.32;
2020;Municipios;1296;San Agustín del Guadalix;-0.03;
2020;Municipios;1300;San Fernando de Henares;0.16;
2020;Municipios;1317;San Lorenzo de El Escorial;0.52;
2020;Municipios;1322;San Martín de la Vega;0.21;
2020;Municipios;1338;San Martín de Valdeiglesias;-0.06;
2020;Municipios;1343;San Sebastián de los Reyes;-0.03;
2020;Municipios;1356;Santa María de la Alameda;-0.22;
2020;Municipios;1369;Santorcaz;-0.40;
2020;Municipios;1375;Santos de la Humosa (Los);-0.59;
2020;Municipios;1381;Serna del Monte (La);4.90;
2020;Municipios;1408;Serranillos del Valle;-0.19;
2020;Municipios;1415;Sevilla la Nueva;0.18;
2020;Municipios;1436;Somosierra;-2.35;
2020;Municipios;1441;Soto del Real;-0.39;
2020;Municipios;1454;Talamanca de Jarama;-0.07;
2020;Municipios;1467;Tielmes;-1.30;
2020;Municipios;1473;Titulcia;-0.46;
2020;Municipios;1489;Torrejón de Ardoz;-0.12;
2020;Municipios;1492;Torrejón de la Calzada;0.08;
2020;Municipios;1505;Torrejón de Velasco;0.04;
2020;Municipios;1512;Torrelaguna;0.09;
2020;Municipios;1527;Torrelodones;0.35;
2020;Municipios;1533;Torremocha de Jarama;-2.05;
2020;Municipios;1548;Torres de la Alameda;0.27;
2020;Municipios;9036;Tres Cantos;0.20;
2020;Municipios;1551;Valdaracete;1.39;
2020;Municipios;1564;Valdeavero;1.25;
2020;Municipios;1570;Valdelaguna;-0.27;
2020;Municipios;1586;Valdemanco;-0.03;
2020;Municipios;1599;Valdemaqueda;0.08;
2020;Municipios;1603;Valdemorillo;0.29;
2020;Municipios;1610;Valdemoro;-0.02;
2020;Municipios;1625;Valdeolmos-Alalpardo;0.09;
2020;Municipios;1631;Valdepiélagos;0.08;
2020;Municipios;1646;Valdetorres de Jarama;0.02;
2020;Municipios;1659;Valdilecha;-0.83;
2020;Municipios;1662;Valverde de Alcalá;-1.37;
2020;Municipios;1678;Velilla de San Antonio;0.00;
2020;Municipios;1684;Vellón (El);-0.87;
2020;Municipios;1697;Venturada;-0.22;
2020;Municipios;1718;Villa del Prado;0.07;
2020;Municipios;1701;Villaconejos;0.30;
2020;Municipios;1723;Villalbilla;0.02;
2020;Municipios;1739;Villamanrique de Tajo;0.80;
2020;Municipios;1744;Villamanta;0.64;
2020;Municipios;1757;Villamantilla;-0.80;
2020;Municipios;1760;Villanueva de la Cañada;-0.13;
2020;Municipios;1782;Villanueva de Perales;-0.36;
2020;Municipios;1776;Villanueva del Pardillo;0.23;
2020;Municipios;1795;Villar del Olmo;-0.64;
2020;Municipios;1809;Villarejo de Salvanés;-0.13;
2020;Municipios;1816;Villaviciosa de Odón;0.03;
2020;Municipios;1821;Villavieja del Lozoya;1.42;
2020;Municipios;1837;Zarzalejo;0.23;
2020;Zonas Estadísticas;03;Este Metropolitano;0.02;
2020;Zonas Estadísticas;01;Municipio de Madrid;0.04;
2020;Zonas Estadísticas;07;Nordeste Comunidad;0.31;
2020;Zonas Estadísticas;02;Norte Metropolitano;0.10;
2020;Zonas Estadísticas;05;Oeste Metropolitano;0.16;
2020;Zonas Estadísticas;11;Sierra Central;0.24;
2020;Zonas Estadísticas;06;Sierra Norte;-0.04;
2020;Zonas Estadísticas;10;Sierra Sur;0.06;
2020;Zonas Estadísticas;08;Sudeste Comunidad;-0.04;
2020;Zonas Estadísticas;09;Sudoeste Comunidad;-0.01;
2020;Zonas Estadísticas;04;Sur Metropolitano;0.04;
2021;Comunidad de Madrid;;Comunidad de Madrid;1.18;
2021;Municipios;0014;Acebeda (La);-3.02;
2021;Municipios;0029;Ajalvir;0.58;
2021;Municipios;0035;Alameda del Valle;1.28;
2021;Municipios;0040;Álamo (El);1.84;
2021;Municipios;0053;Alcalá de Henares;1.16;
2021;Municipios;0066;Alcobendas;1.10;
2021;Municipios;0072;Alcorcón;1.05;
2021;Municipios;0088;Aldea del Fresno;1.07;
2021;Municipios;0091;Algete;1.07;
2021;Municipios;0105;Alpedrete;0.84;
2021;Municipios;0112;Ambite;1.34;
2021;Municipios;0127;Anchuelo;1.29;
2021;Municipios;0133;Aranjuez;1.04;
2021;Municipios;0148;Arganda del Rey;1.04;
2021;Municipios;0151;Arroyomolinos;0.81;
2021;Municipios;0164;Atazar (El);3.04;
2021;Municipios;0170;Batres;0.59;
2021;Municipios;0186;Becerril de la Sierra;0.38;
2021;Municipios;0199;Belmonte de Tajo;-0.34;
2021;Municipios;0210;Berrueco (El);0.40;
2021;Municipios;0203;Berzosa del Lozoya;3.33;
2021;Municipios;0225;Boadilla del Monte;0.38;
2021;Municipios;0231;Boalo (El);0.39;
2021;Municipios;0246;Braojos;1.70;
2021;Municipios;0259;Brea de Tajo;1.80;
2021;Municipios;0262;Brunete;0.81;
2021;Municipios;0278;Buitrago del Lozoya;2.06;
2021;Municipios;0284;Bustarviejo;0.51;
2021;Municipios;0297;Cabanillas de la Sierra;2.41;
2021;Municipios;0301;Cabrera (La);0.42;
2021;Municipios;0318;Cadalso de los Vidrios;0.61;
2021;Municipios;0323;Camarma de Esteruelas;0.70;
2021;Municipios;0339;Campo Real;1.11;
2021;Municipios;0344;Canencia;0.89;
2021;Municipios;0357;Carabaña;0.50;
2021;Municipios;0360;Casarrubuelos;0.79;
2021;Municipios;0376;Cenicientos;-0.02;
2021;Municipios;0382;Cercedilla;0.75;
2021;Municipios;0395;Cervera de Buitrago;2.04;
2021;Municipios;0513;Chapinería;-0.06;
2021;Municipios;0528;Chinchón;0.61;
2021;Municipios;0409;Ciempozuelos;1.46;
2021;Municipios;0416;Cobeña;1.03;
2021;Municipios;0468;Collado Mediano;0.97;
2021;Municipios;0474;Collado Villalba;1.05;
2021;Municipios;0437;Colmenar de Oreja;0.45;
2021;Municipios;0421;Colmenar del Arroyo;-0.52;
2021;Municipios;0455;Colmenar Viejo;0.78;
2021;Municipios;0442;Colmenarejo;1.01;
2021;Municipios;0480;Corpa;2.13;
2021;Municipios;0493;Coslada;1.24;
2021;Municipios;0506;Cubas de la Sagra;0.51;
2021;Municipios;0534;Daganzo de Arriba;0.67;
2021;Municipios;0549;Escorial (El);0.42;
2021;Municipios;0552;Estremera;0.92;
2021;Municipios;0565;Fresnedillas de la Oliva;1.36;
2021;Municipios;0571;Fresno de Torote;1.05;
2021;Municipios;0587;Fuenlabrada;1.39;
2021;Municipios;0590;Fuente el Saz de Jarama;0.75;
2021;Municipios;0604;Fuentidueña de Tajo;1.57;
2021;Municipios;0611;Galapagar;1.07;
2021;Municipios;0626;Garganta de los Montes;-1.37;
2021;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0.83;
2021;Municipios;0647;Gascones;2.35;
2021;Municipios;0650;Getafe;1.36;
2021;Municipios;0663;Griñón;0.55;
2021;Municipios;0679;Guadalix de la Sierra;1.03;
2021;Municipios;0685;Guadarrama;0.55;
2021;Municipios;0698;Hiruela (La);-0.30;
2021;Municipios;0702;Horcajo de la Sierra-Aoslos;1.93;
2021;Municipios;0719;Horcajuelo de la Sierra;4.18;
2021;Municipios;0724;Hoyo de Manzanares;0.76;
2021;Municipios;0730;Humanes de Madrid;1.23;
2021;Municipios;0745;Leganés;1.19;
2021;Municipios;0758;Loeches;1.12;
2021;Municipios;0761;Lozoya;0.23;
2021;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;2.65;
2021;Municipios;0783;Madarcos;-4.08;
2021;Municipios;0796;Madrid;1.31;
2021;Municipios;0800;Majadahonda;0.86;
2021;Municipios;0822;Manzanares el Real;0.39;
2021;Municipios;0838;Meco;0.51;
2021;Municipios;0843;Mejorada del Campo;1.25;
2021;Municipios;0856;Miraflores de la Sierra;0.44;
2021;Municipios;0869;Molar (El);1.20;
2021;Municipios;0875;Molinos (Los);0.88;
2021;Municipios;0881;Montejo de la Sierra;-2.21;
2021;Municipios;0894;Moraleja de Enmedio;0.92;
2021;Municipios;0908;Moralzarzal;0.66;
2021;Municipios;0915;Morata de Tajuña;0.97;
2021;Municipios;0920;Móstoles;1.16;
2021;Municipios;0936;Navacerrada;1.16;
2021;Municipios;0941;Navalafuente;1.43;
2021;Municipios;0954;Navalagamella;0.12;
2021;Municipios;0967;Navalcarnero;1.07;
2021;Municipios;0973;Navarredonda y San Mamés;-1.88;
2021;Municipios;0992;Navas del Rey;0.90;
2021;Municipios;1006;Nuevo Baztán;1.23;
2021;Municipios;1013;Olmeda de las Fuentes;-0.70;
2021;Municipios;1028;Orusco de Tajuña;1.73;
2021;Municipios;1049;Paracuellos de Jarama;0.91;
2021;Municipios;1065;Parla;1.26;
2021;Municipios;1071;Patones;1.80;
2021;Municipios;1087;Pedrezuela;0.98;
2021;Municipios;1090;Pelayos de la Presa;2.56;
2021;Municipios;1104;Perales de Tajuña;1.10;
2021;Municipios;1111;Pezuela de las Torres;1.65;
2021;Municipios;1126;Pinilla del Valle;0.33;
2021;Municipios;1132;Pinto;1.02;
2021;Municipios;1147;Piñuécar-Gandullas;1.94;
2021;Municipios;1150;Pozuelo de Alarcón;0.46;
2021;Municipios;1163;Pozuelo del Rey;1.58;
2021;Municipios;1179;Prádena del Rincón;-0.39;
2021;Municipios;1185;Puebla de la Sierra;-2.85;
2021;Municipios;9020;Puentes Viejas;0.84;
2021;Municipios;1198;Quijorna;1.52;
2021;Municipios;1202;Rascafría;0.95;
2021;Municipios;1219;Redueña;6.13;
2021;Municipios;1224;Ribatejada;0.50;
2021;Municipios;1230;Rivas-Vaciamadrid;0.93;
2021;Municipios;1245;Robledillo de la Jara;-1.12;
2021;Municipios;1258;Robledo de Chavela;1.20;
2021;Municipios;1261;Robregordo;-1.80;
2021;Municipios;1277;Rozas de Madrid (Las);0.54;
2021;Municipios;1283;Rozas de Puerto Real;3.15;
2021;Municipios;1296;San Agustín del Guadalix;1.13;
2021;Municipios;1300;San Fernando de Henares;1.39;
2021;Municipios;1317;San Lorenzo de El Escorial;1.15;
2021;Municipios;1322;San Martín de la Vega;1.61;
2021;Municipios;1338;San Martín de Valdeiglesias;1.80;
2021;Municipios;1343;San Sebastián de los Reyes;0.99;
2021;Municipios;1356;Santa María de la Alameda;1.44;
2021;Municipios;1369;Santorcaz;0.74;
2021;Municipios;1375;Santos de la Humosa (Los);1.22;
2021;Municipios;1381;Serna del Monte (La);-8.91;
2021;Municipios;1408;Serranillos del Valle;0.93;
2021;Municipios;1415;Sevilla la Nueva;1.48;
2021;Municipios;1436;Somosierra;0.00;
2021;Municipios;1441;Soto del Real;0.81;
2021;Municipios;1454;Talamanca de Jarama;0.69;
2021;Municipios;1467;Tielmes;1.50;
2021;Municipios;1473;Titulcia;2.25;
2021;Municipios;1489;Torrejón de Ardoz;1.44;
2021;Municipios;1492;Torrejón de la Calzada;0.60;
2021;Municipios;1505;Torrejón de Velasco;0.47;
2021;Municipios;1512;Torrelaguna;0.69;
2021;Municipios;1527;Torrelodones;0.66;
2021;Municipios;1533;Torremocha de Jarama;1.38;
2021;Municipios;1548;Torres de la Alameda;0.82;
2021;Municipios;9036;Tres Cantos;0.54;
2021;Municipios;1551;Valdaracete;-0.61;
2021;Municipios;1564;Valdeavero;0.27;
2021;Municipios;1570;Valdelaguna;0.80;
2021;Municipios;1586;Valdemanco;0.66;
2021;Municipios;1599;Valdemaqueda;0.46;
2021;Municipios;1603;Valdemorillo;0.83;
2021;Municipios;1610;Valdemoro;1.13;
2021;Municipios;1625;Valdeolmos-Alalpardo;1.01;
2021;Municipios;1631;Valdepiélagos;0.34;
2021;Municipios;1646;Valdetorres de Jarama;1.11;
2021;Municipios;1659;Valdilecha;2.51;
2021;Municipios;1662;Valverde de Alcalá;0.80;
2021;Municipios;1678;Velilla de San Antonio;1.62;
2021;Municipios;1684;Vellón (El);0.90;
2021;Municipios;1697;Venturada;0.99;
2021;Municipios;1718;Villa del Prado;1.30;
2021;Municipios;1701;Villaconejos;0.10;
2021;Municipios;1723;Villalbilla;0.86;
2021;Municipios;1739;Villamanrique de Tajo;-1.37;
2021;Municipios;1744;Villamanta;0.05;
2021;Municipios;1757;Villamantilla;1.12;
2021;Municipios;1760;Villanueva de la Cañada;0.88;
2021;Municipios;1782;Villanueva de Perales;1.66;
2021;Municipios;1776;Villanueva del Pardillo;0.68;
2021;Municipios;1795;Villar del Olmo;0.97;
2021;Municipios;1809;Villarejo de Salvanés;0.44;
2021;Municipios;1816;Villaviciosa de Odón;0.72;
2021;Municipios;1821;Villavieja del Lozoya;0.85;
